Last_Name,First_Name,Date_of_Survey,Age,NPS_Scale,NPS_With_Decimal
Warren,Kellan,10/30/2020,98,10,10
Hall,Ned,7/27/2020,91,9,9.9
Miller,Wilson,1/7/2022,87,10,10
Armstrong,Michael,9/15/2020,95,10,10
Phillips,Ryan,6/8/2021,94,10,10
Mitchell,Sienna,1/4/2021,84,7,7
Taylor,Daryl,4/16/2020,80,9,9.3
Wright,Ashton,5/6/2022,93,9,9.8
Scott,Carlos,12/2/2021,80,10,10
Evans,Lucia,2/10/2022,83,10,10
Mason,Fenton,9/19/2020,82,8,8.4
Jones,Nicholas,6/30/2021,99,8,8.5
Allen,Mary,1/7/2022,89,10,10
Farrell,Justin,3/13/2020,82,7,7
Murray,Aida,5/28/2020,83,6,6.7
Morrison,Amanda,12/5/2020,87,10,10
Nelson,Frederick,1/14/2020,83,10,10
Spencer,Emma,11/1/2021,80,9,9.8
Douglas,Rafael,7/2/2021,98,7,7.6
Lloyd,Amanda,4/11/2020,81,10,10
Ferguson,Abraham,1/14/2022,88,9,9.5
Cooper,Hailey,3/8/2022,81,6,6.6
West,Abraham,8/13/2021,88,7,7.1
Chapman,Ada,6/27/2021,92,10,10
Carter,Daryl,11/19/2019,88,10,10
Hunt,Elian,4/15/2022,92,7,7.9
Murray,Amy,9/17/2021,81,9,9.2
Watson,Roman,8/5/2022,86,8,8
Johnson,Belinda,6/6/2021,86,10,10
Morgan,Tyler,6/9/2020,96,10,10
Thompson,Tara,5/2/2022,81,8,8
Gray,Kristian,6/3/2020,80,7,7.5
Taylor,Melanie,4/23/2020,85,9,9.1
West,June,6/20/2022,95,8,8.2
Douglas,Alexia,3/22/2021,83,8,8.6
Hawkins,Ashton,1/8/2020,80,8,8.1
Phillips,Nicholas,1/25/2021,93,8,8.2
Gibson,June,3/2/2022,83,0,0.8
Howard,Darcy,9/11/2022,100,10,10
Montgomery,Byron,4/10/2022,92,4,4.5
Cunningham,Dainton,1/6/2020,97,10,10
Harris,Chester,1/11/2021,80,8,8.8
Thomas,Myra,9/16/2021,87,9,9.6
Ross,Luke,6/8/2022,100,8,8.7
Thomas,Anna,10/11/2021,93,7,7.3
Wells,Rubie,5/31/2021,83,3,3.5
Cameron,Vincent,2/27/2020,100,10,10
Barnes,Lana,8/9/2022,88,10,10
Barnes,Kelvin,4/21/2021,88,7,7.5
Davis,Kate,2/28/2021,83,10,10
Grant,Miller,2/28/2022,90,10,10
Tucker,Dexter,7/7/2022,83,7,7.5
Elliott,Annabella,8/19/2020,82,5,5.5
Kelley,Dexter,1/26/2022,80,10,10
Anderson,Rosie,6/5/2021,84,10,10
Riley,James,2/1/2022,94,10,10
Johnson,Lucy,1/9/2021,82,8,8.7
Owens,Adrianna,7/6/2020,95,2,2
Cameron,Jacob,2/19/2021,90,8,8.4
Walker,Chester,4/2/2021,85,10,10
Tucker,Tara,9/18/2021,97,9,9.9
Thomas,George,12/26/2019,91,8,8
Hall,Evelyn,10/8/2021,87,8,8.6
Andrews,Ted,5/18/2021,100,1,1.5
Perry,Andrew,4/16/2022,96,7,7.5
Richardson,Sam,12/7/2019,100,6,6.7
Wells,Victoria,5/1/2022,99,7,7.6
Brooks,Rebecca,2/22/2022,97,8,8
Farrell,Vanessa,11/20/2020,96,10,10
Reed,Blake,8/11/2020,87,7,7.5
Tucker,Victoria,2/7/2020,98,1,1.8
Morris,Steven,2/28/2020,82,3,3.1
Bailey,Briony,7/8/2022,85,7,7.7
Hill,Daisy,3/5/2021,87,2,2.7
Ellis,Alford,4/30/2020,91,9,9.3
Hawkins,Adison,2/1/2022,88,7,7.5
Howard,Sawyer,3/23/2021,96,1,1.9
Craig,Jessica,6/27/2020,100,6,6
Kelly,Melissa,5/24/2022,96,9,9.6
Lloyd,Freddie,12/24/2020,88,10,10
Parker,Camila,9/2/2021,97,0,0.5
Cameron,Kelvin,7/14/2022,83,8,8.8
Casey,Paul,2/9/2020,87,10,10
Douglas,Maria,12/18/2021,94,6,6.2
Ferguson,Andrew,7/27/2022,93,7,7.3
Harris,Samantha,8/12/2021,93,10,10
Holmes,Maximilian,6/11/2021,96,10,10
Turner,Sophia,11/6/2021,90,7,7.8
Casey,Isabella,4/6/2022,94,7,7.9
Campbell,Alisa,1/1/2022,96,6,6.7
Payne,Daisy,11/6/2021,94,9,9.3
Hamilton,Julia,3/21/2022,88,10,10
Ferguson,Stella,12/12/2019,96,10,10
Edwards,Abigail,2/29/2020,88,10,10
West,Kelsey,12/12/2020,98,3,3.7
Baker,Jessica,2/20/2020,83,6,6.5
Fowler,Thomas,8/20/2022,97,7,7.7
Tucker,Adrianna,11/10/2020,95,7,7.6
Moore,Lydia,4/10/2020,82,10,10
Carter,Nicole,12/17/2021,84,6,6.4
Walker,Antony,1/11/2020,87,10,10
Andrews,Edwin,8/2/2022,99,8,8.9
Hawkins,Steven,5/18/2020,89,7,7.1
Holmes,Oliver,12/24/2021,95,9,9.9
Wright,Melissa,5/23/2020,99,6,6.5
Morris,Michelle,3/15/2021,90,7,7.8
Harrison,William,8/17/2021,94,9,9.9
Sullivan,Lydia,7/13/2020,81,8,8.2
Nelson,Fenton,4/23/2021,85,6,6.9
Gray,Julia,3/24/2020,84,9,9.8
Ryan,Elian,3/21/2021,86,8,8.8
Andrews,John,9/22/2022,97,10,10
Nelson,Kellan,3/4/2020,87,7,7.9
Perkins,Samantha,7/8/2020,82,8,8.2
Barrett,Lenny,11/9/2020,83,7,7.1
Dixon,Joyce,1/26/2021,97,10,10
Ryan,Caroline,3/18/2021,83,9,9.6
Grant,Samantha,11/22/2020,95,8,8.7
Wilson,Dexter,4/14/2022,81,10,10
Perkins,Tyler,4/21/2021,84,5,5.2
Brown,Nicholas,4/12/2020,89,0,0.2
Carter,Edith,9/17/2021,91,10,10
Cunningham,Deanna,7/11/2022,83,8,8.3
Dixon,Natalie,11/7/2021,93,6,6
Gray,Justin,7/30/2020,99,7,7.9
Adams,Amy,3/13/2020,96,8,8.8
Henderson,Chelsea,3/28/2022,94,8,8.7
Ellis,Rafael,12/7/2020,83,10,10
Hill,Jared,7/22/2020,98,7,7.6
Carter,Ashton,3/22/2022,86,10,10
Ferguson,Audrey,3/8/2020,98,0,0.8
Wright,Clark,9/19/2022,83,8,8.1
Sullivan,Mike,3/7/2020,100,1,1
Barnes,Edwin,6/4/2021,95,6,6.7
Hamilton,Kelvin,12/3/2021,97,10,10
Kelly,Oliver,1/4/2022,85,10,10
Stevens,Stella,9/7/2021,93,7,7.8
Campbell,Chloe,6/28/2022,90,10,10
Ferguson,Camila,2/18/2022,97,6,6
Craig,Camila,2/17/2022,83,7,7.8
Ross,Caroline,1/17/2022,96,7,7.3
Mason,Sabrina,4/17/2020,87,7,7.5
Ross,Kimberly,9/1/2022,87,7,7.6
Davis,Miley,6/25/2022,85,9,9.5
Howard,Walter,9/11/2021,84,7,7.8
Foster,Naomi,11/25/2021,92,10,10
Jones,Alexander,4/13/2022,92,6,6.4
Walker,Kirsten,12/15/2021,90,9,9
Allen,Jessica,12/15/2019,94,7,7.9
Cameron,Eric,12/21/2020,87,10,10
Alexander,Julian,7/3/2020,86,9,9.9
Farrell,Belinda,4/10/2021,83,10,10
Walker,George,4/20/2022,88,8,8.6
Farrell,Emma,6/22/2020,93,7,7.1
Fowler,David,1/16/2020,91,10,10
Kelley,Reid,11/6/2019,99,9,9.4
Robinson,Rosie,8/22/2022,81,10,10
Campbell,Kate,9/22/2021,86,10,10
Tucker,Kellan,3/24/2020,88,10,10
Foster,Tony,2/8/2021,86,10,10
Walker,Arianna,2/20/2020,87,8,8.6
Casey,Brad,3/9/2022,82,7,7.4
Robinson,Brianna,8/5/2021,87,8,8.2
Harrison,Sam,6/20/2022,87,10,10
Wright,Samantha,6/20/2022,87,10,10
Robinson,Melanie,5/22/2020,96,10,10
Barrett,Charlotte,12/30/2020,82,10,10
Cunningham,Elian,11/13/2021,90,7,7.3
Phillips,Arnold,5/5/2020,95,9,9.9
Miller,Chester,9/23/2021,91,10,10
Taylor,Camila,9/29/2022,100,8,8.4
Tucker,Adele,12/10/2019,96,7,7.1
Morris,Vincent,9/29/2021,96,7,7.9
Richards,Rosie,6/17/2020,87,3,3.8
Harris,Wilson,4/1/2022,91,10,10
Clark,Sofia,11/20/2019,98,9,9.2
Wells,Patrick,11/7/2019,100,8,8.2
Foster,Walter,8/27/2021,81,7,7.6
Evans,Patrick,2/3/2021,95,8,8.8
Morgan,Wilson,7/7/2020,95,6,6.4
Carroll,Abraham,2/24/2022,81,9,9.7
Barrett,Florrie,3/28/2022,90,9,9.1
Harris,Lydia,8/26/2020,96,7,7
Cameron,Victor,5/5/2020,94,10,10
Brooks,Frederick,8/3/2022,96,10,10
Kelley,Daryl,4/28/2022,84,7,7.5
Grant,Savana,4/5/2021,94,7,7.6
Gray,Natalie,2/5/2020,95,7,7.6
Montgomery,Elian,10/18/2020,96,8,8
Wright,Alexander,3/18/2022,82,10,10
Crawford,Savana,12/31/2021,94,8,8.5
Phillips,Joyce,3/8/2021,95,7,7.8
Ferguson,Owen,11/19/2020,81,8,8.4
Ryan,July,4/26/2021,87,1,1.5
Anderson,Kirsten,12/9/2020,98,5,5.6
Sullivan,Chelsea,9/8/2021,83,6,6.5
Thomas,Brianna,2/8/2022,88,7,7.3
Johnston,Ted,2/23/2021,97,10,10
Moore,Henry,9/6/2022,100,0,0.1
Watson,Lily,1/16/2021,86,6,6.6
Warren,Kellan,4/27/2021,80,7,7.1
Hall,Ned,10/13/2021,92,7,7
Miller,Wilson,11/22/2021,83,9,9.7
Armstrong,Michael,10/7/2021,84,9,9.9
Phillips,Ryan,11/28/2019,99,7,7.3
Mitchell,Sienna,9/20/2021,84,6,6.7
Taylor,Daryl,3/23/2021,100,8,8
Wright,Ashton,9/16/2022,93,9,9.7
Scott,Carlos,7/9/2021,98,7,7
Evans,Lucia,7/24/2020,92,10,10
Mason,Fenton,2/2/2020,90,9,9.5
Jones,Nicholas,9/11/2021,86,0,0.2
Allen,Mary,10/8/2021,86,10,10
Farrell,Justin,7/23/2020,98,9,9.8
Murray,Aida,10/10/2021,94,7,7.8
Morrison,Amanda,11/3/2021,84,10,10
Nelson,Frederick,7/30/2020,99,7,7.8
Spencer,Emma,11/21/2020,90,10,10
Douglas,Rafael,7/1/2020,95,9,9.5
Lloyd,Amanda,7/30/2020,94,10,10
Ferguson,Abraham,10/2/2021,100,8,8.4
Cooper,Hailey,10/14/2020,99,10,10
West,Abraham,5/23/2021,88,7,7.9
Chapman,Ada,1/30/2021,88,9,9.6
Carter,Daryl,9/22/2020,88,10,10
Hunt,Elian,7/20/2021,96,10,10
Murray,Amy,8/4/2020,100,8,8.1
Watson,Roman,12/7/2019,92,7,7.1
Johnson,Belinda,5/5/2021,85,7,7.3
Morgan,Tyler,10/1/2021,81,8,8.6
Thompson,Tara,6/13/2020,98,9,9.5
Gray,Kristian,11/13/2019,94,8,8.6
Taylor,Melanie,7/13/2022,95,2,2.3
West,July,11/26/2019,85,9,9.2
Douglas,Alexia,2/16/2021,90,8,8.2
Hawkins,Ashton,6/17/2021,98,7,7.7
Phillips,Nicholas,11/2/2020,96,7,7.5
Gibson,July,4/3/2022,95,9,9
Howard,Darcy,3/23/2020,92,8,8.8
Montgomery,Byron,7/8/2021,95,10,10
Cunningham,Dainton,6/10/2022,89,7,7.5
Harris,Chester,3/5/2020,96,10,10
Thomas,Myra,6/23/2021,94,10,10
Ross,Luke,6/19/2020,89,10,10
Thomas,Anna,1/25/2021,90,10,10
Wells,Rubie,9/12/2021,92,6,6.4
Cameron,Vincent,3/7/2022,84,7,7
Barnes,Lana,2/4/2021,91,9,9.8
Barnes,Kelvin,3/25/2022,90,7,7.7
Davis,Kate,8/2/2021,81,10,10
Grant,Miller,7/19/2021,93,9,9.3
Tucker,Dexter,7/12/2021,88,9,9.6
Elliott,Annabella,6/22/2020,97,5,5.9
Kelley,Dexter,11/19/2021,98,9,9.2
Anderson,Rosie,10/6/2020,91,9,9.8
Riley,James,12/18/2019,94,9,9.7
Johnson,Lucy,8/18/2022,85,8,8.2
Owens,Adrianna,1/24/2020,93,10,10
Cameron,Jacob,2/16/2021,84,8,8.3
Walker,Chester,12/27/2021,85,9,9.3
Tucker,Tara,9/1/2022,82,8,8.6
Thomas,George,3/15/2021,90,7,7.1
Hall,Evelyn,4/12/2020,82,10,10
Andrews,Ted,4/7/2020,92,9,9.5
Perry,Andrew,12/14/2020,95,6,6.2
Richardson,Sam,1/18/2020,100,7,7.7
Wells,Victoria,9/2/2022,82,10,10
Brooks,Rebecca,7/27/2020,82,6,6.1
Farrell,Vanessa,6/26/2020,82,7,7.3
Reed,Blake,12/23/2019,100,7,7.1
Tucker,Victoria,5/15/2022,83,8,8.8
Morris,Steven,7/23/2020,98,9,9.6
Bailey,Briony,7/6/2021,90,9,9.6
Hill,Daisy,6/13/2021,80,10,10
Ellis,Alford,12/23/2020,99,5,5.4
Hawkins,Adison,6/22/2021,82,5,5.2
Howard,Sawyer,9/19/2022,98,8,8.2
Craig,Jessica,5/30/2021,96,7,7.8
Kelly,Melissa,1/3/2022,80,8,8.7
Lloyd,Freddie,8/21/2022,94,8,8.6
Parker,Camila,8/16/2021,98,10,10
Cameron,Kelvin,9/4/2020,98,9,9.6
Casey,Paul,6/5/2022,94,8,8.3
Douglas,Maria,8/26/2022,94,10,10
Ferguson,Andrew,12/26/2020,99,8,8.6
Harris,Samantha,2/7/2022,99,8,8.1
Holmes,Maximilian,4/24/2021,82,7,7.4
Turner,Sophia,8/26/2022,80,10,10
Casey,Isabella,7/10/2021,100,9,9.4
Campbell,Alisa,6/2/2021,83,8,8.3
Payne,Daisy,2/24/2020,90,7,7.4
Hamilton,Julia,5/24/2021,89,6,6.7
Ferguson,Stella,11/4/2019,94,9,9.8
Edwards,Abigail,10/26/2021,82,8,8.7
West,Kelsey,9/5/2021,93,7,7.8
Baker,Jessica,6/9/2021,85,8,8.9
Fowler,Thomas,5/12/2022,85,10,10
Tucker,Adrianna,7/17/2022,87,10,10
Moore,Lydia,11/1/2021,90,10,10
Carter,Nicole,7/18/2021,97,10,10
Walker,Antony,4/4/2020,83,10,10
Andrews,Edwin,8/27/2021,89,7,7.6
Hawkins,Steven,7/6/2022,84,7,7.8
Holmes,Oliver,8/27/2022,88,8,8.2
Wright,Melissa,3/18/2021,97,10,10
Morris,Michelle,2/28/2021,97,8,8.9
Harrison,William,2/26/2020,86,8,8.6
Sullivan,Lydia,6/17/2021,82,7,7
Nelson,Fenton,8/24/2022,89,8,8.1
Gray,Julia,4/22/2021,95,9,9.6
Ryan,Elian,9/6/2020,96,10,10
Andrews,John,2/21/2020,92,8,8.1
Nelson,Kellan,4/25/2021,94,8,8.7
Perkins,Samantha,2/28/2020,96,9,9.4
Barrett,Lenny,5/9/2021,91,7,7.8
Dixon,Joyce,1/19/2021,99,10,10
Ryan,Caroline,11/25/2019,99,10,10
Grant,Samantha,2/16/2021,87,9,9.6
Wilson,Dexter,12/28/2019,85,9,9.7
Perkins,Tyler,7/9/2020,96,7,7.4
Brown,Nicholas,2/27/2021,88,7,7.3
Carter,Edith,3/18/2021,85,7,7.3
Cunningham,Deanna,8/6/2020,90,10,10
Dixon,Natalie,8/26/2022,94,8,8.6
Gray,Justin,10/10/2021,85,3,3.2
Adams,Amy,8/19/2020,90,7,7.2
Henderson,Chelsea,11/21/2019,88,10,10
Ellis,Rafael,1/21/2022,90,6,6.2
Hill,Jared,7/30/2022,91,3,3.3
Carter,Ashton,5/6/2020,96,4,4.4
Ferguson,Audrey,9/1/2020,100,8,8.2
Wright,Clark,8/27/2021,92,10,10
Sullivan,Mike,3/7/2021,80,8,8
Barnes,Edwin,8/17/2020,99,6,6.1
Hamilton,Kelvin,7/29/2020,89,6,6.3
Kelly,Oliver,8/22/2020,80,10,10
Stevens,Stella,1/1/2020,81,6,6.7
Campbell,Chloe,10/8/2020,93,7,7.5
Ferguson,Camila,12/14/2021,91,6,6
Craig,Camila,8/17/2021,98,10,10
Ross,Caroline,2/23/2021,84,10,10
Mason,Sabrina,2/8/2022,95,10,10
Ross,Kimberly,12/15/2020,85,8,8.6
Davis,Miley,12/10/2020,85,9,9.1
Howard,Walter,3/25/2021,100,9,9.4
Foster,Naomi,12/30/2019,89,9,9.3
Jones,Alexander,6/24/2020,88,6,6.3
Walker,Kirsten,8/3/2021,97,8,8.6
Allen,Jessica,11/25/2019,100,8,8.9
Cameron,Eric,9/28/2021,91,4,4.4
Alexander,Julian,10/1/2021,98,7,7.1
Farrell,Belinda,9/23/2022,88,1,1.4
Walker,George,6/22/2022,92,0,0.4
Farrell,Emma,7/28/2022,98,4,4.6
Fowler,David,4/20/2022,89,8,8.8
Kelley,Reid,5/11/2020,89,10,10
Robinson,Rosie,8/23/2021,81,6,6.3
Campbell,Kate,12/28/2021,95,7,7.8
Tucker,Kellan,7/5/2020,96,6,6.2
Foster,Tony,4/26/2020,98,7,7.7
Walker,Arianna,8/5/2021,96,7,7.4
Casey,Brad,4/25/2022,88,6,6.2
Robinson,Brianna,10/31/2021,96,8,8.4
Harrison,Sam,3/29/2022,95,5,5
Wright,Samantha,8/27/2021,92,7,7.4
Robinson,Melanie,12/31/2021,84,0,0.8
Barrett,Charlotte,1/10/2021,85,5,5.4
Cunningham,Elian,9/18/2021,87,6,6.8
Phillips,Arnold,1/13/2020,98,10,10
Miller,Chester,5/15/2021,96,6,6.4
Taylor,Camila,2/17/2021,87,10,10
Tucker,Adele,4/12/2020,83,8,8.1
Morris,Vincent,2/11/2020,90,6,6.1
Richards,Rosie,7/4/2020,83,7,7.2
Harris,Wilson,12/21/2021,84,8,8.6
Clark,Sofia,8/10/2021,82,5,5.9
Wells,Patrick,1/8/2020,81,10,10
Foster,Walter,10/2/2022,84,7,7.5
Evans,Patrick,8/19/2021,88,8,8.8
Morgan,Wilson,8/31/2021,81,10,10
Carroll,Abraham,7/27/2020,96,7,7.5
Barrett,Florrie,10/11/2021,81,7,7.8
Harris,Lydia,5/24/2020,84,8,8.6
Cameron,Victor,1/13/2021,80,6,6.1
Brooks,Frederick,6/21/2021,86,1,1.3
Kelley,Daryl,4/20/2021,91,9,9.6
Grant,Savana,1/16/2020,82,6,6.4
Gray,Natalie,12/24/2019,83,8,8.3
Montgomery,Elian,3/25/2022,95,7,7.5
Wright,Alexander,8/28/2021,89,2,2.2
Crawford,Savana,9/19/2022,93,10,10
Phillips,Joyce,7/24/2020,83,7,7.5
Ferguson,Owen,11/20/2020,94,10,10
Ryan,August,9/10/2021,83,10,10
Anderson,Kirsten,4/24/2020,92,7,7.9
Sullivan,Chelsea,3/8/2021,87,8,8.1
Thomas,Brianna,10/21/2021,94,8,8.4
Johnston,Ted,10/20/2021,87,6,6.3
Moore,Henry,5/20/2021,95,10,10
Watson,Lily,11/13/2019,88,5,5.2
Warren,Kellan,1/12/2021,99,9,9.9
Hall,Ned,4/30/2022,89,10,10
Miller,Wilson,9/18/2021,82,7,7.2
Armstrong,Michael,10/18/2020,86,8,8
Phillips,Ryan,12/24/2020,92,8,8.4
Mitchell,Sienna,6/4/2021,92,7,7.5
Taylor,Daryl,11/1/2021,98,8,8.7
Wright,Ashton,3/13/2022,93,10,10
Scott,Carlos,1/18/2020,86,8,8.1
Evans,Lucia,6/18/2021,90,8,8.9
Mason,Fenton,10/2/2022,85,8,8.2
Jones,Nicholas,2/16/2020,95,6,6.5
Allen,Mary,8/31/2021,95,8,8.5
Farrell,Justin,5/28/2021,99,8,8.1
Murray,Aida,1/14/2021,96,8,8.9
Morrison,Amanda,7/5/2022,100,8,8.1
Nelson,Frederick,6/1/2022,85,8,8.7
Spencer,Emma,11/27/2020,90,10,10
Douglas,Rafael,12/10/2019,100,7,7.4
Lloyd,Amanda,5/5/2021,85,10,10
Ferguson,Abraham,2/12/2021,80,8,8.7
Cooper,Hailey,11/11/2020,85,7,7.5
West,Abraham,9/23/2020,97,10,10
Chapman,Ada,2/23/2020,81,8,8.3
Carter,Daryl,6/25/2021,94,7,7.8
Hunt,Elian,11/9/2020,84,9,9.4
Murray,Amy,2/23/2022,88,7,7
Watson,Roman,9/11/2020,85,5,5.3
Johnson,Belinda,9/26/2022,85,6,6.2
Morgan,Tyler,12/22/2021,84,9,9.4
Thompson,Tara,11/26/2021,90,6,6
Gray,Kristian,9/12/2021,86,9,9.3
Taylor,Melanie,9/10/2020,80,8,8.7
West,August,8/19/2020,90,8,8.1
Douglas,Alexia,2/9/2020,91,4,4.4
Hawkins,Ashton,11/28/2019,85,7,7.6
Phillips,Nicholas,7/8/2020,92,8,8.9
Gibson,August,9/19/2021,85,7,7.8
Howard,Darcy,12/5/2020,95,6,6.8
Montgomery,Byron,11/4/2020,87,8,8.6
Cunningham,Dainton,6/1/2021,86,7,7.6
Harris,Chester,4/29/2020,82,7,7.9
Thomas,Myra,12/7/2020,85,10,10
Ross,Luke,1/10/2021,90,10,10
Thomas,Anna,3/29/2021,90,8,8.3
Wells,Rubie,5/29/2022,81,9,9.4
Cameron,Vincent,6/4/2022,94,7,7.8
Barnes,Lana,8/20/2021,96,10,10
Barnes,Kelvin,7/28/2022,80,3,3.3
Davis,Kate,2/4/2022,84,8,8.3
Grant,Miller,6/19/2021,97,5,5.8
Tucker,Dexter,6/5/2020,96,8,8.4
Elliott,Annabella,12/17/2019,94,9,9.8
Kelley,Dexter,8/21/2020,86,7,7.2
Anderson,Rosie,8/17/2020,81,9,9.6
Riley,James,6/11/2020,85,8,8.6
Johnson,Lucy,9/19/2022,80,7,7.2
Owens,Adrianna,9/16/2021,90,7,7.6
Cameron,Jacob,1/28/2020,91,8,8.9
Walker,Chester,3/30/2021,99,8,8.2
Tucker,Tara,8/22/2020,100,9,9.5
Thomas,George,9/3/2022,98,8,8.2
Hall,Evelyn,5/28/2021,82,8,8.7
Andrews,Ted,4/25/2020,89,8,8.1
Perry,Andrew,9/10/2021,90,7,7.5
Richardson,Sam,8/28/2022,97,9,9.9
Wells,Victoria,2/8/2021,83,8,8.1
Brooks,Rebecca,1/15/2020,92,8,8.8
Farrell,Vanessa,12/4/2021,95,7,7.2
Reed,Blake,12/21/2020,99,10,10
Tucker,Victoria,2/1/2020,85,7,7.6
Morris,Steven,9/18/2020,93,10,10
Bailey,Briony,8/3/2022,85,6,6
Hill,Daisy,2/10/2021,83,7,7.4
Ellis,Alford,1/6/2022,87,9,9.2
Hawkins,Adison,8/20/2020,90,7,7
Howard,Sawyer,5/18/2020,89,8,8.6
Craig,Jessica,4/23/2022,86,8,8.9
Kelly,Melissa,5/23/2020,99,9,9
Lloyd,Freddie,11/21/2019,85,8,8.5
Parker,Camila,1/2/2021,93,4,4.6
Cameron,Kelvin,10/8/2021,86,7,7
Casey,Paul,8/24/2020,86,7,7.6
Douglas,Maria,8/15/2020,81,7,7.6
Ferguson,Andrew,11/19/2019,80,10,10
Harris,Samantha,9/21/2022,81,7,7.5
Holmes,Maximilian,12/2/2019,98,8,8
Turner,Sophia,1/16/2021,92,7,7.8
Casey,Isabella,10/11/2021,90,9,9.7
Campbell,Alisa,8/28/2022,97,7,7.3
Payne,Daisy,6/22/2022,100,8,8.8
Hamilton,Julia,1/13/2022,81,7,7.7
Ferguson,Stella,2/11/2022,81,10,10
Edwards,Abigail,3/4/2021,96,7,7.2
West,Kelsey,7/29/2022,96,7,7.2
Baker,Jessica,8/8/2022,98,7,7.2
Fowler,Thomas,11/19/2021,94,9,9.1
Tucker,Adrianna,8/9/2021,90,8,8.3
Moore,Lydia,6/19/2022,81,7,7.4
Carter,Nicole,12/17/2021,99,9,9.7
Walker,Antony,5/16/2020,87,8,8.2
Andrews,Edwin,4/18/2021,93,8,8.4
Hawkins,Steven,6/6/2022,80,7,7.3
Holmes,Oliver,3/14/2020,89,7,7
Wright,Melissa,9/17/2021,97,10,10
Morris,Michelle,12/15/2021,81,7,7.3
Harrison,William,9/15/2021,93,10,10
Sullivan,Lydia,6/1/2021,100,10,10
Nelson,Fenton,11/11/2019,99,8,8.8
Gray,Julia,12/19/2020,84,8,8.4
Ryan,Elian,11/12/2020,86,8,8.2
Andrews,John,8/31/2022,84,7,7.9
Nelson,Kellan,4/26/2022,89,8,8
Perkins,Samantha,7/5/2021,92,7,7.8
Barrett,Lenny,11/13/2019,84,8,8.5
Dixon,Joyce,5/7/2021,95,8,8.8
Ryan,Caroline,7/18/2020,82,7,7.2
Grant,Samantha,6/2/2022,92,7,7.5
Wilson,Dexter,12/18/2019,97,8,8.9
Perkins,Tyler,7/6/2020,94,10,10
Brown,Nicholas,9/5/2022,100,8,8.6
Carter,Edith,3/4/2022,96,10,10
Cunningham,Deanna,9/17/2021,98,7,7.8
Dixon,Natalie,4/2/2022,91,7,7.1
Gray,Justin,3/19/2022,88,10,10
Adams,Amy,4/6/2020,95,9,9.9
Henderson,Chelsea,6/22/2020,82,10,10
Ellis,Rafael,8/29/2021,92,7,7.1
Hill,Jared,11/4/2019,96,10,10
Carter,Ashton,6/3/2022,97,7,7.6
Ferguson,Audrey,8/31/2020,87,5,5.6
Wright,Clark,2/1/2021,86,8,8.9
Sullivan,Mike,6/1/2021,80,8,8.2
Barnes,Edwin,1/5/2022,84,8,8.5
Hamilton,Kelvin,5/10/2021,85,8,8.7
Kelly,Oliver,5/4/2021,95,8,8.3
Stevens,Stella,8/13/2021,92,7,7.3
Campbell,Chloe,9/25/2022,96,8,8
Ferguson,Camila,6/22/2022,81,8,8
Craig,Camila,6/26/2020,92,10,10
Ross,Caroline,7/4/2020,83,8,8.8
Mason,Sabrina,12/30/2021,90,8,8.6
Ross,Kimberly,6/5/2021,83,10,10
Davis,Miley,5/4/2022,94,8,8.9
Howard,Walter,8/15/2020,98,9,9.1
Foster,Naomi,3/2/2022,87,8,8.8
Jones,Alexander,11/1/2020,87,9,9.9
Walker,Kirsten,1/9/2022,96,10,10
Allen,Jessica,12/5/2019,94,7,7.9
Cameron,Eric,9/1/2022,95,9,9
Alexander,Julian,8/10/2021,83,7,7.1
Farrell,Belinda,10/24/2020,91,7,7.2
Walker,George,8/24/2022,96,6,6.2
Farrell,Emma,2/25/2020,84,7,7
Fowler,David,8/19/2021,88,7,7.3
Kelley,Reid,1/30/2020,98,6,6.8
Robinson,Rosie,3/19/2021,93,7,7.5
Campbell,Kate,10/2/2022,89,8,8.9
Tucker,Kellan,12/31/2020,80,7,7.9
Foster,Tony,8/12/2022,93,8,8.5
Walker,Arianna,2/15/2021,100,10,10
Casey,Brad,9/14/2020,80,10,10
Robinson,Brianna,5/6/2020,82,8,8.9
Harrison,Sam,1/8/2022,88,7,7.8
Wright,Samantha,2/26/2022,99,6,6
Robinson,Melanie,12/12/2020,89,8,8.1
Barrett,Charlotte,5/3/2021,88,8,8.5
Cunningham,Elian,6/19/2021,85,9,9.4
Phillips,Arnold,12/3/2020,97,3,3.6
Miller,Chester,6/2/2022,82,6,6.1
Taylor,Camila,12/25/2021,84,6,6.2
Tucker,Adele,2/23/2022,96,6,6.1
Morris,Vincent,4/27/2021,95,8,8
Richards,Rosie,5/13/2020,89,7,7.6
Harris,Wilson,11/28/2019,96,2,2.4
Clark,Sofia,1/12/2020,86,4,4.5
Wells,Patrick,4/4/2022,96,4,4.6
Foster,Walter,2/17/2022,99,1,1.4
Evans,Patrick,3/26/2021,86,10,10
Morgan,Wilson,12/3/2020,82,10,10
Carroll,Abraham,9/6/2020,83,8,8.2
Barrett,Florrie,7/8/2022,96,8,8
Harris,Lydia,7/22/2021,88,7,7.6
Cameron,Victor,10/8/2020,92,7,7.5
Brooks,Frederick,8/2/2022,91,7,7.5
Kelley,Daryl,1/1/2020,96,10,10
Grant,Savana,12/16/2021,94,8,8.3
Gray,Natalie,3/28/2021,93,8,8.7
Montgomery,Elian,9/2/2021,81,8,8
